,group,dose_impact,group_decision,label,amountuom,rate_normaliser,n_subjects,n,mean_amount,std_amount,mean_amount_per_hour,std_amount_per_hour,mean_interval_minutes,std_interval_minutes,p_subjects,comment,Unnamed: 16
129,Dopamine,N,w_sum,Ketamine,mg,1.0,260,3101,139.2741236398,292.169102611491,53.2730797912203,116.308191246858,208.93485972267,214.055718433508,0.0051060487038491,Could exclude this,pg: is it picogram or per gram?
130,Dopamine,N,w_sum,Thiamine,dose,1.0,13,30,1.00000004470348,1.36963282525916e-08,2.88571440987289,1.68818394719138,30.4666666666667,23.4560974108466,0.0002553024351924,Could exclude this,pg: is it picogram or per gram?
131,Dopamine,N,w_sum,Thiamine,grams,1.0,1,1,2.00000010430813,1.36963282525916e-08,4.00000020861626,1.68818394719138,30.0,23.4560974108466,1.96386488609584e-05,Could exclude this,pg: is it picogram or per gram?
132,Dopamine,N,w_sum,Thiamine,mg,1.0,3531,10817,289.386171026488,199.359093069567,399.030581175947,359.224343998122,100.126375150226,158.675328453876,0.069344069128044,Could exclude this,pg: is it picogram or per gram?
133,Doxycycline,N,w_sum,Doxycycline,dose,1.0,290,1271,1.0,0.0,60.0,0.0,1.0,0.0,0.0056952081696779,Could exclude this,pg: is it picogram or per gram?
134,Doxycycline,N,w_sum,Doxycycline,mg,1.0,12,20,100.000001490116,0.0,6000.00008940697,0.0,1.0,0.0,0.0002356637863315,Could exclude this,pg: is it picogram or per gram?
135,Doxycycline,N,w_sum,Tigecycline,dose,1.0,44,351,1.0,0.0,60.0,0.0,1.0,0.0,0.0008641005498821,Could exclude this,pg: is it picogram or per gram?
136,Doxycycline,N,w_sum,Tigecycline,mg,1.0,5,8,62.5000009313226,23.1455028392086,3750.00005587935,1388.73017035252,1.0,0.0,9.81932443047918e-05,Could exclude this,pg: is it picogram or per gram?
137,Drotrecogin (Xigris),N,or,Drotrecogin (Xigris),mg,1.0,9,102,8.76196258293788,2.36355809477641,2.36133682098144,1.03183795439084,235.480392156863,78.3306940574885,0.0001767478397486,Could exclude this,pg: is it picogram or per gram?
138,Enlive (Full),N,or,Enlive (Full),ml,1.0,1,1,158.25,2.36355809477641,15.0,1.03183795439084,633.0,78.3306940574885,1.96386488609584e-05,Could exclude this,pg: is it picogram or per gram?
139,Enoxaparin (Lovenox),N,or,Enoxaparin (Lovenox),dose,1.0,1072,3426,1.02597781669586,1.5205346710717,61.5586690017513,91.2320802643019,1.0,0.0,0.0210526315789474,Could exclude this,pg: is it picogram or per gram?
140,Enoxaparin (Lovenox),N,or,Enoxaparin (Lovenox),mcg,1.0,1,1,79.99999797903,1.5205346710717,4799.9998787418,91.2320802643019,1.0,0.0,1.96386488609584e-05,Could exclude this,pg: is it picogram or per gram?
141,Enoxaparin (Lovenox),N,or,Enoxaparin (Lovenox),mg,1.0,36,57,66.4912306033728,29.0622021352524,3989.47383620237,1743.73212811515,1.0,0.0,0.0007069913589945,Could exclude this,pg: is it picogram or per gram?
142,Ensure,Y,w_sum,Ensure (3/4),ml,1.0,1,1,968.468506336212,29.0622021352524,90.0900936126709,1743.73212811515,645.0,0.0,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
143,Ensure,Y,w_sum,Ensure (Full),ml,1.0,234,725,225.931768535869,162.351075988146,6976.94294809514,6774.65998028104,139.426206896552,211.258983600767,0.0045954438334642,Oral,pg: is it picogram or per gram?
144,Ensure,Y,w_sum,Ensure Plus (Full),ml,1.0,70,196,322.555704085803,340.3146879323,7314.9971204768,9156.70378606947,184.25,277.517426110275,0.001374705420267,Oral,pg: is it picogram or per gram?
145,Epinephrine,Y,sum,Epinephrine,mcg,0.001,5,12,240.337548883455,468.572077637716,1860.1418477715,5872.74768500509,82.75,71.9774270170864,9.81932443047918e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
146,Epinephrine,Y,sum,Epinephrine,mg,1.0,2866,23610,0.924014552123043,1.76865356924652,0.713659239148346,2.95096425837504,168.127022448115,261.191257624394,0.0562843676355067,Vasodilator dose/rate important,pg: is it picogram or per gram?
147,Epinephrine,Y,sum,Epinephrine.,mcg,0.001,7,11,177.399995519326,232.66361396807,10643.9997311596,13959.8168380842,1.0,0.0,0.0001374705420267,Vasodilator dose/rate important,pg: is it picogram or per gram?
148,Epinephrine,Y,sum,Epinephrine.,mg,1.0,46,108,0.886111151043291,0.746763546217152,53.1666690625975,44.8058127730291,1.0,0.0,0.000903377847604,Vasodilator dose/rate important,pg: is it picogram or per gram?
149,Epoprostenol (Veletri),N,or,Epoprostenol (Veletri),mg,1.0,5,147,0.592917597901755,0.516873414337222,0.166328650956465,0.176311804279302,295.258503401361,216.063571582227,9.81932443047918e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
150,Eptifibatide (Integrilin),N,or,Eptifibatide (Integrilin),mg,1.0,493,1139,56.6974837641684,24.0152445491862,10.3736542294394,3.68051765597771,356.553994732221,200.623013443453,0.0096818538884524,Vasodilator dose/rate important,pg: is it picogram or per gram?
151,Ertapenem sodium (Invanz),N,or,Ertapenem sodium (Invanz),dose,1.0,14,31,1.0,0.0,60.0,0.0,1.0,0.0,0.0002749410840534,Vasodilator dose/rate important,pg: is it picogram or per gram?
152,Ertapenem sodium (Invanz),N,or,Ertapenem sodium (Invanz),grams,1.0,1,1,1.0,0.0,60.0,0.0,1.0,0.0,1.96386488609584e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
153,Esmolol,N,or,Esmolol,mcg,1.0,1,4,500.000023748726,0.0,30000.0014249235,0.0,1.0,0.0,1.96386488609584e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
154,Esmolol,N,or,Esmolol,mg,1.0,958,12583,928.895562355927,838.769749005253,719.884023986329,619.302179616453,100.396884685687,120.135320153802,0.0188138256087981,Vasodilator dose/rate important,pg: is it picogram or per gram?
155,Esomeprazole (Nexium),N,or,Esomeprazole (Nexium),dose,1.0,73,171,1.0,0.0,60.0,0.0,1.0,0.0,0.0014336213668499,Vasodilator dose/rate important,pg: is it picogram or per gram?
156,Esomeprazole (Nexium),N,or,Esomeprazole (Nexium),mg,1.0,4,6,40.0000028312206,0.0,2400.00016987324,0.0,1.0,0.0,7.85545954438335e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
157,Ethambutol,N,or,Ethambutol,dose,1.0,7,13,1.0,0.0,60.0,0.0,1.0,0.0,0.0001374705420267,Vasodilator dose/rate important,pg: is it picogram or per gram?
158,Factor VIII,N,or,Factor VIII,International Units,1.0,6,9,2680.88892618815,1609.58545858434,13185.555674235,18233.5318883762,28.3333333333333,24.0520269416114,0.0001178318931657,Vasodilator dose/rate important,pg: is it picogram or per gram?
159,Factor VIII,N,or,Factor VIII,units,1.0,1,1,5257.99987792969,1609.58545858434,31547.9992675781,18233.5318883762,10.0,24.0520269416114,1.96386488609584e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
160,Factor VIII,N,or,Factor VIIa,dose,1.0,3,3,1.00000003973643,2.15079735502402e-08,2.66666673123837,2.8867513674561,43.3333333333333,28.8675134594813,5.89159465828751e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
161,Factor VIII,N,or,Factor VIIa,mcg,1.0,42,97,3575.85555985665,1601.45873663112,38615.4522280974,30638.1248499093,15.8865979381443,21.4305449303966,0.0008248232521602,Vasodilator dose/rate important,pg: is it picogram or per gram?
162,Factor VIII,N,or,Factor VIIa,mg,1.0,3,4,2.75000018518767,1.50000008660654,10.016949945566,9.91950796862743,33.75,29.7811461610642,5.89159465828751e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
163,Factor VIII,N,or,Factor VIIa,pg,1.0,2,2,3500.00001203554,707.106761188202,110000.000774768,98994.9504915794,3.5,3.53553390593274,3.92772977219167e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
164,Famotidine (Pepcid),N,or,Famotidine (Pepcid),dose,1.0,11705,55433,1.00380639691159,0.38042266455401,60.2283838146952,22.8253598732405,1.0,0.0,0.229870384917518,Vasodilator dose/rate important,pg: is it picogram or per gram?
165,Famotidine (Pepcid),N,or,Famotidine (Pepcid),grams,1.0,2,2,20.0,0.0,1200.0,0.0,1.0,0.0,3.92772977219167e-05,Vasodilator dose/rate important,pg: is it picogram or per gram?
166,Famotidine (Pepcid),N,or,Famotidine (Pepcid),mg,1.0,271,459,20.3921582817642,3.21344465913683,1223.52949690585,192.80667954821,1.0,0.0,0.0053220738413197,Vasodilator dose/rate important,pg: is it picogram or per gram?
167,Fentanyl,N,or,Fentanyl,mcg,0.001,16718,190385,45.8625293958856,29.6908055384752,2746.53079597703,1673.89150921624,1.02278540851433,2.47843793921679,0.328318931657502,Vasodilator dose/rate important,pg: is it picogram or per gram?
168,Fentanyl,N,or,Fentanyl,mg,1.0,1038,11304,0.706442501137705,0.802986061204735,0.167775764535422,1.86896226947114,412.609695682944,511.991245679306,0.0203849175176748,Vasodilator dose/rate important,pg: is it picogram or per gram?
169,Fentanyl,N,or,Fentanyl (Concentrate),mcg,0.001,12,80,355.498982497338,601.093145730559,120.233727550101,293.926773070729,261.025,363.435365904136,0.0002356637863315,Vasodilator dose/rate important,pg: is it picogram or per gram?
170,Fentanyl,N,or,Fentanyl (Concentrate),mg,1.0,9998,109348,0.692222601759005,0.812434720953677,0.150720810238031,1.36863594478191,392.732221897063,483.116353230063,0.196347211311862,Vasodilator dose/rate important,pg: is it picogram or per gram?
171,Fiber Supplement (i.e. Banana Flakes),N,or,Fiber Supplement (i.e. Banana Flakes),ml,1.0,116,597,105.309882747069,42.0248742196113,6318.59296482412,2521.49245317668,1.0,0.0,0.0022780832678711,Vasodilator dose/rate important,pg: is it picogram or per gram?
172,Fibersource HN (1/2),Y,w_sum,Fibersource HN (1/2),ml,1.0,5,42,380.807036985244,320.563835897999,55.9864650240966,34.9800478411868,398.190476190476,249.017017549074,9.81932443047918e-05,Oral,pg: is it picogram or per gram?
173,Fibersource HN (1/2),Y,w_sum,Fibersource HN (1/4),ml,1.0,1,26,293.961978853895,329.099466764092,46.5453477776968,11.6768999393699,368.076923076923,354.407101856261,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
174,Fibersource HN (1/2),Y,w_sum,Fibersource HN (3/4),ml,1.0,5,49,453.556174721645,302.200701019611,65.4461097869338,31.6649863848117,422.673469387755,227.507636113155,9.81932443047918e-05,Oral,pg: is it picogram or per gram?
175,Fibersource HN (1/2),Y,w_sum,Fibersource HN (Full),ml,1.0,484,5842,360.696896315753,344.652146202008,52.3738715282486,185.848876983043,447.809140705238,353.674551589976,0.0095051060487038,Oral,pg: is it picogram or per gram?
176,Fluconazole,N,or,Fluconazole,dose,1.0,1159,4578,1.087374399301,5.89706789086556,65.2424639580603,353.824073451934,1.0,0.0,0.0227611940298507,Oral,pg: is it picogram or per gram?
177,Fluconazole,N,or,Fluconazole,mg,1.0,87,117,400.854707464703,213.143846454511,24051.2824478822,12788.6307872706,1.0,0.0,0.0017085624509033,Oral,pg: is it picogram or per gram?
178,Fluconazole,N,or,Voriconazole,dose,1.0,221,1686,1.0005931198102,0.0243540512071742,60.0355871886121,1.46124307243045,1.0,0.0,0.0043401413982718,Oral,pg: is it picogram or per gram?
179,Fluconazole,N,or,Voriconazole,mg,1.0,15,25,296.200009584427,87.8360262108653,17772.0005750656,5270.16157265191,1.0,0.0,0.0002945797329143,Oral,pg: is it picogram or per gram?
180,Folic Acid,N,or,Folic Acid,dose,1.0,3,3,0.816831715560208,0.317256865318437,1.35808587772772,1.11182805453855,141.333333333333,192.834989909335,5.89159465828751e-05,Oral,pg: is it picogram or per gram?
181,Folic Acid,N,or,Folic Acid,grams,1.0,2,2,1.00000005215406,0.0,3.00000015646219,1.41421363613008,22.5,10.6066017177982,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
182,Folic Acid,N,or,Folic Acid,mg,1.0,1682,3387,5.03435976684828,38.8879316607298,7.63887618121678,91.5114754150597,205.227339828757,251.453772470025,0.033032207384132,Oral,pg: is it picogram or per gram?
183,Fondaparinux,N,or,Fondaparinux,dose,1.0,99,247,1.0,0.0,60.0,0.0,1.0,0.0,0.0019442262372348,Oral,pg: is it picogram or per gram?
184,Foscarnet,N,or,Foscarnet,dose,1.0,11,92,1.0,0.0,60.0,0.0,1.0,0.0,0.0002160251374705,Oral,pg: is it picogram or per gram?
185,Fosphenytoin,N,or,Fosphenytoin,dose,1.0,5,20,1.0,0.0,60.0,0.0,1.0,0.0,9.81932443047918e-05,Oral,pg: is it picogram or per gram?
186,Fosphenytoin,N,or,Fosphenytoin,grams,1.0,2,2,1.0,0.0,60.0,0.0,1.0,0.0,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
187,Fosphenytoin,N,or,Fosphenytoin,mg,1.0,506,3991,202.334006664565,277.628578402815,11718.2013087551,16473.328953721,2.68428965171636,13.4190248083573,0.0099371563236449,Oral,pg: is it picogram or per gram?
188,Free Water,Y,sum,Free Water,ml,1.0,5558,70566,152.426961993028,104.661743017822,9145.61771958167,6279.7045810693,1.0,0.0,0.109151610369207,Presumably these are oral doses,pg: is it picogram or per gram?
189,Fresh Frozen Plasma,Y,sum,Fresh Frozen Plasma,ml,1.0,4518,16148,293.970583911747,64.3226311724338,518.905747577086,684.03531965312,47.5546197671538,30.2051785318702,0.0887274155538099,Presumably these are oral doses,pg: is it picogram or per gram?
190,Furosemide (Lasix),Y,w_sum,Furosemide (Lasix),dose,40.0,1,2,1.0,0.0,60.0,0.0,1.0,0.0,1.96386488609584e-05,Presumably these are oral doses,pg: is it picogram or per gram?
191,Furosemide (Lasix),Y,w_sum,Furosemide (Lasix),mg,1.0,18650,99410,42.8039430884736,43.5078379945465,2044.44670045389,2285.45512739432,66.9213560004024,201.750118197863,0.366260801256874,Presumably these are oral doses,pg: is it picogram or per gram?
192,Furosemide (Lasix),Y,w_sum,Furosemide (Lasix) 250/50,mg,1.0,2517,18645,112.190677795773,97.0795094826597,16.496839942984,119.224532563509,479.530061678734,430.144599956734,0.0494304791830322,Presumably these are oral doses,pg: is it picogram or per gram?
193,GT Flush,N,or,GT Flush,cm3,1.0,1,1,0.0,97.0795094826597,0.0,119.224532563509,1.0,430.144599956734,1.96386488609584e-05,Presumably these are oral doses,pg: is it picogram or per gram?
194,GT Flush,N,or,GT Flush,ml,1.0,12100,223875,47.4577018425461,52.3770156674298,2847.46211055276,3142.62094004575,1.0,0.0,0.237627651217596,Presumably these are oral doses,pg: is it picogram or per gram?
195,Gastric Meds,N,or,Gastric Meds,L,1.0,1,1,4.0,52.3770156674298,240.0,3142.62094004575,1.0,0.0,1.96386488609584e-05,Presumably these are oral doses,pg: is it picogram or per gram?
196,Gastric Meds,N,or,Gastric Meds,ml,1.0,14824,304467,59.4674930288044,76.987717710927,3568.04958172827,4619.26306265556,1.0,0.0,0.291123330714847,Presumably these are oral doses,pg: is it picogram or per gram?
197,Gentamicin,N,or,Gentamicin,dose,1.0,766,2275,1.21802197802198,6.13881708811895,73.0813186813187,368.329025287138,1.0,0.0,0.0150432050274941,Presumably these are oral doses,pg: is it picogram or per gram?
198,Gentamicin,N,or,Gentamicin,mg,1.0,42,75,154.000007261833,141.143980558657,9240.00043570995,8468.6388335194,1.0,0.0,0.0008248232521602,Presumably these are oral doses,pg: is it picogram or per gram?
199,Glucerna,Y,w_sum,Glucerna (1/2),ml,1.0,2,18,445.757363816102,181.051777937181,113.489730556806,37.9524222520132,240.166666666667,68.2014748848629,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
200,Glucerna,Y,w_sum,Glucerna (Full),ml,1.0,101,1399,362.864983137183,332.731627353125,59.5291576961094,64.2543124204941,385.805575411008,300.430610267143,0.0019835035349568,Oral,pg: is it picogram or per gram?
201,Glucerna,Y,w_sum,Glucerna 1.2 (Full),ml,1.0,719,10301,397.585272263704,357.731528367799,56.2783885344106,107.026970302138,441.349771866809,341.746477140665,0.0141201885310291,Oral,pg: is it picogram or per gram?
202,Glucerna,Y,w_sum,Glucerna 1.5 (Full),ml,1.0,702,10123,375.615818141512,315.537641725327,54.0638280331067,160.684504211527,465.400770522572,348.496135868779,0.0137863315003928,Oral,pg: is it picogram or per gram?
203,Glycopyrolate (Robinul),N,or,Glycopyrolate (Robinul),dose,1.0,1,1,1.0,315.537641725327,60.0,160.684504211527,1.0,348.496135868779,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
204,Glycopyrolate (Robinul),N,or,Glycopyrolate (Robinul),mcg,1.0,1,1,199.999994947575,315.537641725327,11999.9996968545,160.684504211527,1.0,348.496135868779,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
205,Glycopyrolate (Robinul),N,or,Glycopyrolate (Robinul),mg,1.0,2400,2759,0.558680707857826,1.31834688758027,33.5208424714695,79.1008132548162,1.0,0.0,0.0471327572663001,Oral,pg: is it picogram or per gram?
206,Haloperidol (Haldol),N,or,Haloperidol (Haldol),mg,1.0,3479,13605,2.98386641779934,2.52669692945193,179.031985067961,151.601815767115,1.0,0.0,0.0683228593872742,Oral,pg: is it picogram or per gram?
207,Heparin Sodium,N,or,Heparin Sodium,units,1.0,8553,76015,9873.80971140851,8037.19517317042,18718.74065303,65094.8696274519,466.36849306058,417.046504539955,0.167969363707777,Oral,pg: is it picogram or per gram?
208,Heparin Sodium,N,or,Heparin Sodium (Impella),units,1.0,96,1322,3153.28263434506,4799.19419027839,567.243771344513,297.840065440883,349.641452344932,511.410733871967,0.001885310290652,Oral,pg: is it picogram or per gram?
209,Heparin Sodium,N,or,Heparin Sodium (Prophylaxis),dose,1.0,18732,150616,2.92783635204759,112.210406286781,175.670181122855,6732.62437720697,1.0,0.0,0.367871170463472,Oral,pg: is it picogram or per gram?
210,Heparin Sodium,N,or,Heparin Sodium (Prophylaxis),mg,1.0,9,14,5892.92880985054,2104.52829826126,353575.728591032,126271.697895676,1.0,0.0,0.0001767478397486,Oral,pg: is it picogram or per gram?
211,Hetastarch (Hespan),Y,sum,Hetastarch (Hespan) 6%,ml,1.0,41,51,471.045750772252,84.7492785797391,1509.28244422464,610.418567809476,31.9411764705882,47.7951511200481,0.0008051846032992,Oral,pg: is it picogram or per gram?
212,Hydralazine,N,or,Hydralazine,mg,1.0,7488,30426,11.9881524220706,4.73379627895156,719.23294338706,284.066191614282,1.00131466508907,0.177811715564973,0.147054202670856,Oral,pg: is it picogram or per gram?
213,Hydrochloric Acid - HCL,N,or,Hydrochloric Acid - HCL,mEq,1.0,25,48,58.2500283773989,75.7962272904357,57.1119878301397,360.124214226964,630.8125,503.051651518753,0.0004909662215239,Oral,pg: is it picogram or per gram?
214,Hydromorphone (Dilaudid),N,or,Hydromorphone (Dilaudid),dose,1.0,1,1,1.0,75.7962272904357,60.0,360.124214226964,1.0,503.051651518753,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
215,Hydromorphone (Dilaudid),N,or,Hydromorphone (Dilaudid),mcg,1.0,4,7,517.857150303566,876.274578245156,9742.99111216429,5473.57681280568,31.4285714285714,80.5064327509654,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
216,Hydromorphone (Dilaudid),N,or,Hydromorphone (Dilaudid),mg,1.0,10582,100038,2.17190533260873,16.1904362985276,44.2751202507203,58.4115236769061,25.5222415482117,136.777896199484,0.207816182246661,Oral,pg: is it picogram or per gram?
217,IV Immune Globulin (IVIG),N,or,IV Immune Globulin (IVIG),ml,1.0,255,1738,116.646667254956,134.961287786588,78.2731129678762,88.0543149023675,91.1426927502877,111.869080619858,0.0050078554595443,Oral,pg: is it picogram or per gram?
218,Imipenem/Cilastatin,N,or,Imipenem/Cilastatin,dose,1.0,144,1458,1.0,0.0,60.0,0.0,1.0,0.0,0.002827965435978,Oral,pg: is it picogram or per gram?
219,Imipenem/Cilastatin,N,or,Imipenem/Cilastatin,mg,1.0,4,9,583.333337472545,320.156216012067,35000.0002483527,19209.372960724,1.0,0.0,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
220,Impact,Y,w_sum,Impact (1/2),ml,1.0,4,31,162.330916931192,132.578452050847,38.8814766632934,29.1234134528552,310.387096774194,197.011281812211,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
221,Impact,Y,w_sum,Impact (1/4),ml,1.0,1,10,470.555628916621,380.963340360275,46.1061588227749,20.465715769234,530.8,278.592015519309,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
222,Impact,Y,w_sum,Impact (3/4),ml,1.0,4,44,285.739615825767,274.758654972884,60.3826839273626,25.6144881053633,352.5,400.103213427921,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
223,Impact,Y,w_sum,Impact (Full),ml,1.0,21,169,374.788573382169,418.353092720621,45.775520233713,18.1758566281762,474.763313609467,436.886580387047,0.0004124116260801,Oral,pg: is it picogram or per gram?
224,Impact,Y,w_sum,Impact with Fiber (1/2),ml,1.0,4,8,277.988816145807,341.766706076519,14.3991795368493,6.24253798393155,1351.0,1924.07283794411,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
225,Impact,Y,w_sum,Impact with Fiber (1/4),ml,1.0,1,1,100.0,341.766706076519,30.0,6.24253798393155,200.0,1924.07283794411,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
226,Impact,Y,w_sum,Impact with Fiber (3/4),ml,1.0,1,29,907.968997314059,221.70750694328,125.386198800186,0.848978669234439,434.379310344828,105.889232486831,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
227,Impact,Y,w_sum,Impact with Fiber (Full),ml,1.0,76,591,350.936808310626,385.869962033516,52.5455021805267,36.5697286490969,404.697123519459,391.53873498252,0.0014925373134328,Oral,pg: is it picogram or per gram?
228,Insulin,Y,w_sum,Insulin - 70/30,units,1.0,218,755,22.6377483443709,15.7529069428928,1358.26490066225,945.174416573566,1.0,0.0,0.0042812254516889,Oral,pg: is it picogram or per gram?
229,Insulin,Y,w_sum,Insulin - Glargine,units,1.0,9420,30118,21.732947074953,15.0755627680626,1303.97682449718,904.533766083758,1.0,0.0,0.184996072270228,Oral,pg: is it picogram or per gram?
230,Insulin,Y,w_sum,Insulin - Humalog,units,1.0,10369,83996,4.99107219392492,4.76218720655374,299.464331635495,285.731232393223,1.0,0.0,0.203633150039277,Oral,pg: is it picogram or per gram?
231,Insulin,Y,w_sum,Insulin - Humalog 75/25,units,1.0,118,344,25.0712209302326,17.8056813653393,1504.27325581395,1068.34088192036,1.0,0.0,0.002317360565593,Oral,pg: is it picogram or per gram?
232,Insulin,Y,w_sum,Insulin - NPH,units,1.0,1135,7075,17.2243816254417,13.7235624686889,1033.4628975265,823.413748121332,1.0,0.0,0.0222898664571877,Oral,pg: is it picogram or per gram?
233,Insulin,Y,w_sum,Insulin - Novolog,units,1.0,171,936,5.97222222222222,4.85305766978782,358.333333333333,291.183460187269,1.0,0.0,0.0033582089552238,Oral,pg: is it picogram or per gram?
234,Insulin,Y,w_sum,Insulin - Regular,units,1.0,19510,283479,6.91141860360079,10.5383653531664,139.921403394044,306.529149993215,67.550926170898,145.597509917778,0.383150039277298,Oral,pg: is it picogram or per gram?
235,Insulin,Y,w_sum,Insulin - U500,units,1.0,4,18,40.5555555555556,12.8210407131137,2433.33333333333,769.262442786825,1.0,0.0,7.85545954438335e-05,Oral,pg: is it picogram or per gram?
236,Isoniazid,N,or,Isoniazid,dose,1.0,9,15,1.0,0.0,60.0,0.0,1.0,0.0,0.0001767478397486,Oral,pg: is it picogram or per gram?
237,Isosource,Y,w_sum,Isosource 1.5 (1/2),ml,1.0,9,64,232.687731325394,188.232906089708,56.1789772287011,116.454000433583,397.78125,383.118012766757,0.0001767478397486,Oral,pg: is it picogram or per gram?
238,Isosource,Y,w_sum,Isosource 1.5 (1/4),ml,1.0,2,8,208.565222712234,74.4818991378564,26.6362491622567,7.69070418024762,456.25,58.4777124821317,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
239,Isosource,Y,w_sum,Isosource 1.5 (2/3),ml,1.0,1,2,69.3026053160429,20.7852548936024,20.0050100684166,7.07815311856864,233.5,144.956890143242,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
240,Isosource,Y,w_sum,Isosource 1.5 (3/4),ml,1.0,2,20,235.848043844849,192.256765781328,65.3051320910454,60.7204530597453,259.35,134.594625293489,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
241,Isosource,Y,w_sum,Isosource 1.5 (Full),ml,1.0,566,5813,344.703366374201,340.403556592713,48.3509003572806,291.976593562529,479.515224496818,393.614464739033,0.0111154752553024,Oral,pg: is it picogram or per gram?
242,Isuprel,N,or,Isuprel,mg,1.0,36,156,0.441421257072432,0.622972581976533,0.203176442393162,0.226913584839111,201.673076923077,268.820582052393,0.0007069913589945,Oral,pg: is it picogram or per gram?
243,Jevity,Y,w_sum,Jevity 1.2 (Full),ml,1.0,1016,10906,417.038227023355,378.430021453732,56.5973343517014,288.270700256304,485.03520997616,368.90108945233,0.0199528672427337,Oral,pg: is it picogram or per gram?
244,Jevity,Y,w_sum,Jevity 1.5 (Full),ml,1.0,1237,12805,392.627793401794,363.000847126256,65.0964717576364,313.7059123703,483.055603279969,396.741112098222,0.0242930086410055,Oral,pg: is it picogram or per gram?
245,K Phos,Y,w_sum,K Phos,mmol,1.0,4860,8775,19.1045545623038,15.4449147299405,4.02187356987452,11.036866630253,317.98188034188,106.583666530862,0.0954438334642577,Oral,pg: is it picogram or per gram?
246,K Phos,Y,w_sum,Na Phos,mmol,1.0,3370,6087,21.4425199880005,23.5333044939817,4.38980706507357,7.22810729650929,313.142270412354,101.491087362242,0.0661822466614297,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
247,KCL (Bolus),Y,w_sum,KCL (Bolus),ml,1.0,16025,98860,56.1310196861282,34.1324073196784,54.1060556387014,19.0461729240648,62.0376492008902,21.536520716544,0.314709347996858,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
248,KCL (Bolus),Y,w_sum,KCl (CRRT),mEq.,1.0,1407,51105,9.47293346859649,13.0352241314537,3.28206334974528,10.4496329793155,197.100792486058,111.559665183864,0.0276315789473684,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
249,KCL (Bolus),Y,w_sum,KCl (CRRT),ml/hr,1.0,1,1,20.0000028312206,13.0352241314537,100.000014156103,10.4496329793155,12.0,111.559665183864,1.96386488609584e-05,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
250,Keflex,N,or,Keflex,dose,1.0,73,169,1.0,0.0,60.0,0.0,1.0,0.0,0.0014336213668499,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
251,Keflex,N,or,Keflex,mg,1.0,4,10,500.0,0.0,30000.0,0.0,1.0,0.0,7.85545954438335e-05,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
252,Ketorolac (Toradol),N,or,Ketorolac (Toradol),mg,1.0,1903,4962,16.7558450844546,4.96477138394515,1005.35070506727,297.886283036709,1.0,0.0,0.0373723487824038,Could be 'N' here as very small volumnes,pg: is it picogram or per gram?
253,LR,Y,sum,LR,L,1.0,2,2,1.0,0.0,60.0,0.0,1.0,0.0,3.92772977219167e-05,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
254,LR,Y,sum,LR,ml,0.001,22626,107674,653.744208465573,369.062621451167,19487.1253452111,24263.7765866062,211.30825454613,418.585155334526,0.444344069128044,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
255,Labetalol,N,or,Labetalol,dose,1.0,1,1,1.00000002980232,369.062621451167,1.81818187236786,24263.7765866062,33.0,418.585155334526,1.96386488609584e-05,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
